hash,key,value,next
99,martintrevino,2161,hdixon
99,hdixon,-893,bishopvictoria
99,bishopvictoria,-1006,littledavid
99,littledavid,-719,triciagomez
99,triciagomez,820,rthomas
99,rthomas,4203,pduffy
99,pduffy,-1798,johnrodriguez
99,johnrodriguez,-3179,xkramer
99,xkramer,-1293,yyork
99,yyork,-1344,NULL


